strategy,query,question_type,precision_at_k,recall_at_k,k,retrieval_latency_ms,generation_latency_ms,total_latency_ms,answer_length_chars,answer_length_words
dense,Can I disable the response model generation completely?,factual,0.3333333333333333,0.5,3,204.44950001547113,75471.65309998672,75676.1026000022,57,8
dense,How do I return a 404 error when an item doesn't exist in my FastAPI application?,procedural,0.0,0.0,3,184.57320000743493,129226.97540000081,129411.54860000825,927,129
hybrid,Can I send a body with a GET request?,factual,0.3333333333333333,1.0,3,5215.926500008209,105614.97549997875,110830.90199998696,54,10
hybrid,How do I create a data model for a request body in FastAPI?,procedural,0.3333333333333333,1.0,3,4585.242400004063,102413.06170000462,106998.30410000868,438,67
hybrid,"If I set a model attribute's default value to None, is it required or optional?",factual,0.0,0.0,3,4606.363799975952,107556.00670000422,112162.37049998017,189,30
hybrid,What happens if the client sends invalid data in the request body?,factual,0.0,0.0,3,5095.668900001328,109948.19350002217,115043.8624000235,314,46
hybrid,Can I declare path parameters and a request body in the same path operation?,factual,0.3333333333333333,0.5,3,4684.339600004023,79778.41349999653,84462.75310000055,249,39
hybrid,"How does FastAPI know whether a function parameter is a path parameter, a query parameter, or a request body?",conceptual,0.3333333333333333,1.0,3,5183.017500006827,22921.112699987134,28104.13019999396,306,53
hybrid,Do I have to use Pydantic models for request bodies?,factual,0.3333333333333333,1.0,3,4637.173700000858,94994.93200000143,99632.10570000228,146,23
hybrid,What is the difference between using a return type annotation and using the response_model parameter?,conceptual,0.6666666666666666,1.0,3,4669.86409999663,137280.0772000046,141949.94130000123,653,97
hybrid,"If I declare both a return type and a response_model, which one does FastAPI use?",factual,0.3333333333333333,1.0,3,4981.404099991778,122149.14219998172,127130.5462999735,142,21
hybrid,I want to create a user but I don't want to send back the plaintext password in the response. How can I do that?,procedural,0.3333333333333333,0.5,3,4653.60459999647,157993.20460000308,162646.80919999955,1264,178
hybrid,How can I omit default values from my response JSON if they weren't actually stored?,procedural,0.3333333333333333,1.0,3,4595.8644000056665,103724.96839999803,108320.8328000037,198,18
hybrid,"If a field has the same value as its default but was explicitly set by the user, will FastAPI include it in the response when I use response_model_exclude_unset=True?",factual,0.3333333333333333,0.5,3,4608.055999997305,129384.87940002233,133992.93540001963,441,68
hybrid,What is the recommended way to remove some attributes from the output instead of using response_model_include or response_model_exclude?,conceptual,0.3333333333333333,1.0,3,4686.619599990081,83857.58110001916,88544.20070000924,40,5
hybrid,Can I disable the response model generation completely?,factual,0.3333333333333333,0.5,3,5014.366300019901,120417.54239998409,125431.90870000399,57,8
hybrid,How do I return a 404 error when an item doesn't exist in my FastAPI application?,procedural,0.3333333333333333,1.0,3,5046.52459998033,95166.13080000388,100212.65539998421,486,70
hybrid,"How do I create a dependency that needs to do some cleanup after the request is finished, like closing a database session?",procedural,0.3333333333333333,1.0,3,2719.458699983079,149140.11669997126,151859.57539995434,1419,209
hybrid,Can I use a try block inside a dependency that uses yield?,factual,0.6666666666666666,1.0,3,2037.2579999966547,148717.13209996233,150754.39009995898,1245,191
hybrid,"If I have multiple dependencies that use yield, does FastAPI run their exit code in the correct order?",factual,0.6666666666666666,1.0,3,2126.8603000207804,116699.17350000469,118826.03380002547,282,42
hybrid,What happens if I catch an exception in a dependency with yield but don't re-raise it?,conceptual,0.6666666666666666,1.0,3,2140.97030000994,123085.86450002622,125226.83480003616,197,34
hybrid,What is the recommended way to handle exceptions caught in a dependency with yield?,procedural,0.3333333333333333,1.0,3,2466.331099974923,103718.29729998717,106184.6283999621,188,27
hybrid,What are the two possible scope values I can use with Depends() for a dependency that uses yield?,factual,0.3333333333333333,1.0,3,2050.2691000001505,111450.26770001277,113500.53680001292,21,2
hybrid,What is a context manager in Python?,conceptual,0.0,0.0,3,2119.713000021875,107548.68250002619,109668.39550004806,1271,184
hybrid,Do I need to decorate my dependency function with @contextlib.contextmanager when using yield in FastAPI?,factual,0.0,0.0,3,2015.848500013817,90477.89529996226,92493.74379997607,812,110
hybrid,What does JWT stand for and what does a JWT token look like?,factual,0.3333333333333333,1.0,3,2026.09240001766,126466.01440000813,128492.1068000258,220,13
hybrid,"If I store a JWT token, is the information inside it encrypted?",conceptual,0.3333333333333333,1.0,3,2004.3623999808915,5309.586099989247,7313.948499970138,100,15
hybrid,What Python package do I need to install to generate and verify JWT tokens?,procedural,0.3333333333333333,1.0,3,2181.04559998028,77333.96749995882,79515.0130999391,5,1
hybrid,What is password hashing and why should I use it?,conceptual,0.6666666666666666,1.0,3,2102.124700031709,114476.78079997422,116578.90550000593,320,46
hybrid,"What Python package does FastAPI recommend for password hashing, and what is the recommended algorithm?",factual,0.3333333333333333,1.0,3,2046.5547000057995,146088.81729998393,148135.37199998973,1440,212
hybrid,How do I generate a secure random secret key for signing JWT tokens?,procedural,0.3333333333333333,1.0,3,2283.266599988565,118086.97140001459,120370.23800000316,170,19
hybrid,Why does the authenticate_user function run verify_password against a dummy hash when the username doesn't exist in the database?,conceptual,0.3333333333333333,0.5,3,2138.9523000107147,80045.3872999642,82184.33959997492,63,9
hybrid,What is the 'sub' key in a JWT token used for?,factual,0.3333333333333333,1.0,3,1986.5460000000894,126952.04669999657,128938.59269999666,706,113
hybrid,Does FastAPI force me to use a specific database?,factual,0.3333333333333333,1.0,3,2034.0159999905154,81523.89900002163,83557.91500001214,121,22
hybrid,What is SQLModel and why would I use it with FastAPI?,factual,0.3333333333333333,1.0,3,2027.0464000059292,66481.17840004852,68508.22480005445,321,48
hybrid,How do I install SQLModel?,procedural,0.0,0.0,3,2012.94990000315,94284.43820000393,96297.38810000708,24,4
hybrid,What is the difference between a table model and a data model in SQLModel?,conceptual,0.0,0.0,3,2213.819099997636,72441.24260003446,74655.06170003209,54,10
hybrid,Why should I use separate models for creating data and returning data in my API?,conceptual,0.0,0.0,3,2171.236999973189,126227.71010000724,128398.94709998043,525,71
hybrid,"What is the purpose of a Session in SQLModel, and how should I manage it per request?",procedural,0.6666666666666666,1.0,3,2113.5559999966063,124189.85110003268,126303.40710002929,547,82
hybrid,"What SQL database does the example use, and why?",factual,0.3333333333333333,1.0,3,2014.5632000057958,77236.75860004732,79251.32180005312,158,24
hybrid,"How do I update only the fields that a client sends, instead of replacing the entire record?",procedural,0.0,0.0,3,2175.7401999784634,149664.54800002975,151840.28820000822,1194,149
hybrid,What is a middleware in FastAPI?,conceptual,0.3333333333333333,1.0,3,2014.2954000039026,82521.23710000888,84535.53250001278,165,25
hybrid,How do I create a middleware in FastAPI?,procedural,0.3333333333333333,1.0,3,2069.5247999974526,101174.02370000491,103243.54850000236,428,62
hybrid,When do dependencies with yield and background tasks run compared to middleware?,factual,0.3333333333333333,1.0,3,1984.4815999967977,115132.99919996643,117117.48079996323,943,131
hybrid,How can I add a custom header to measure request processing time?,procedural,0.6666666666666666,1.0,3,2042.6296000368893,116259.36349999392,118301.99310003081,1227,152
hybrid,"If I add multiple middlewares, what order do they execute in?",conceptual,0.3333333333333333,1.0,3,2032.4480999843217,49305.57450000197,51338.02259998629,253,34
hybrid,"If I want browser clients to see my custom header, what do I need to configure?",procedural,0.0,0.0,3,2123.449200007599,148463.41239998583,150586.86159999343,1074,145
hybrid,When should I use async def vs normal def for my path operation functions?,procedural,0.3333333333333333,1.0,3,2009.1387999709696,95258.62220005365,97267.76100002462,383,57
hybrid,Can I mix def and async def in my path operation functions?,factual,0.3333333333333333,1.0,3,2078.7523000035435,58405.90680000605,60484.659100009594,137,22
hybrid,What does asynchronous code mean?,conceptual,0.6666666666666666,1.0,3,1995.7765000290237,133279.6371000004,135275.41360002942,528,79
hybrid,What is a coroutine?,factual,0.0,0.0,3,4632.50639999751,124059.17500000214,128691.68139999965,448,71
hybrid,"If I declare a path operation function with normal def instead of async def, how does FastAPI run it?",conceptual,0.0,0.0,3,4632.992800034117,91165.51719995914,95798.50999999326,40,7
hybrid,What is AnyIO and how does FastAPI use it?,factual,0.0,0.0,3,4478.414800018072,103261.0559000168,107739.47070003487,418,59
hybrid,Why is FastAPI a good match for Machine Learning web APIs?,conceptual,0.3333333333333333,0.5,3,4590.749999973923,118203.03259999491,122793.78259996884,1015,127
